scale,site,calendar_date,pixel,value
1e-4,LUZ,2020-03-21,41,4417
1e-4,LUZ,2020-04-06,41,5481
1e-4,LUZ,2020-04-22,41,5749
1e-4,LUZ,2020-05-08,41,6411
1e-4,LUZ,2020-05-24,41,5974
1e-4,LUZ,2020-06-09,41,5642
1e-4,LUZ,2020-06-25,41,6044
1e-4,LUZ,2020-07-11,41,6313
1e-4,LUZ,2020-07-27,41,6225
1e-4,LUZ,2020-08-12,41,6140
1e-4,LUZ,2020-08-28,41,6145
1e-4,LUZ,2020-09-13,41,5456
1e-4,LUZ,2020-09-29,41,6269
1e-4,LUZ,2020-10-15,41,4976
1e-4,LUZ,2020-10-31,41,5660
1e-4,LUZ,2020-11-16,41,3873
1e-4,LUZ,2020-12-02,41,3012
1e-4,LUZ,2020-12-18,41,5713
1e-4,LUZ,2021-01-01,41,2959
1e-4,LUZ,2021-01-17,41,2059
1e-4,LUZ,2021-02-02,41,1135
1e-4,LUZ,2021-02-18,41,3722
1e-4,LUZ,2021-03-06,41,4328
1e-4,LUZ,2021-03-22,41,4461
1e-4,LUZ,2021-04-07,41,4950
1e-4,LUZ,2021-04-23,41,4754
1e-4,LUZ,2021-05-09,41,5324
1e-4,LUZ,2021-05-25,41,5561
1e-4,LUZ,2021-06-10,41,5645
1e-4,LUZ,2021-06-26,41,5993
1e-4,LUZ,2021-07-12,41,7005
1e-4,LUZ,2021-07-28,41,5967
1e-4,LUZ,2021-08-13,41,5827
1e-4,LUZ,2021-08-29,41,6158
1e-4,LUZ,2021-09-14,41,6023
1e-4,LUZ,2021-09-30,41,5789
1e-4,LUZ,2021-10-16,41,5188
1e-4,LUZ,2021-11-01,41,3176
1e-4,LUZ,2021-11-17,41,4847
1e-4,LUZ,2021-12-03,41,5557
1e-4,LUZ,2021-12-19,41,4653
1e-4,LUZ,2022-01-01,41,4653
1e-4,LUZ,2022-01-17,41,4354
1e-4,LUZ,2022-02-02,41,4106
1e-4,LUZ,2022-02-18,41,4222
1e-4,LUZ,2022-03-06,41,3666
1e-4,LUZ,2022-03-22,41,4430
1e-4,LUZ,2022-04-07,41,4951
1e-4,LUZ,2022-04-23,41,5556
1e-4,LUZ,2022-05-09,41,5404
1e-4,LUZ,2022-05-25,41,6244
1e-4,LUZ,2022-06-10,41,6273
1e-4,LUZ,2022-06-26,41,6229
1e-4,LUZ,2022-07-12,41,6299
1e-4,LUZ,2022-07-28,41,6191
1e-4,LUZ,2022-08-13,41,5897
1e-4,LUZ,2022-08-29,41,5635
1e-4,LUZ,2022-09-14,41,5738
1e-4,LUZ,2022-09-30,41,5491
1e-4,LUZ,2022-10-16,41,6292
1e-4,LUZ,2022-11-01,41,4335
1e-4,LUZ,2022-11-17,41,5472
1e-4,LUZ,2022-12-03,41,5456
1e-4,LUZ,2022-12-19,41,3523
1e-4,LUZ,2023-01-01,41,4541
1e-4,LUZ,2023-01-17,41,437
1e-4,LUZ,2023-02-02,41,4746
1e-4,LUZ,2023-02-18,41,4278
1e-4,LUZ,2023-03-06,41,4464
1e-4,LUZ,2023-03-22,41,4180
1e-4,LUZ,2023-04-07,41,3752
1e-4,LUZ,2023-04-23,41,4819
1e-4,LUZ,2023-05-09,41,6104
1e-4,LUZ,2023-05-25,41,6339
1e-4,LUZ,2023-06-10,41,5831
1e-4,LUZ,2023-06-26,41,4645
1e-4,LUZ,2023-07-12,41,5270
1e-4,LUZ,2023-07-28,41,5824
1e-4,LUZ,2023-08-13,41,5702
